COMPANY_NAME,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
MOSS HOLDINGS,152932.04,183679.68,102726.85,138156.04,159908.99,171966.22,92189.24,170008.86,179915.62,155156.48,168664.52
"BLAST CLEANING TECHNOLOGIES, INC.",143805.7,125025.2,156877.76,172483.13,169761.6,155523.5,158838.68,142929.55,124673.52,147186.34,158526.89
DANZER VENEER AMERICAS,144688.43,152366.32,167318.36,149289.75,143157.67,135324.61,153185.28,173116.08,130832.79,135213.97,151907.92
"LRN, THE LEGAL KNOWLEDGE COMPANY",121138.13,179732.43,139937.06,171855.18,115003.27,163770.01,124720.83,183406.34,149462.41,163896.77,77062.48
"AUREON HR, INC.",99128.79,133434.27,122482.35,166294.55,149652.27,178115.93,176545.39,140941.79,182372.49,161147.68,168594.09
MARQUARDT SWITCHES INC,122447.48,147834.21,125241.72,145059.78,123880.6,132656.09,172979.97,170344.3,208224.57,241806.64,237767.98
IVANTAGE HEALTH ANALYTICS,151534.96,203583.32,129910.49,166554.02,92377.51,115423.97,142419.9,196384.18,149691.67,159267.9,158740.98
"RAM REALITY SERVICES, LLC",151526.95,190265.47,153634.45,154557.1,143563.1,138937.55,140418.02,148715.1,124808.41,79442.39,74146.52
H.A. STORAGE SYSTEMS,118547.75,112463.1,108624.34,131560.16,184809.74,148038.98,186157.42,157673.25,198525.38,148718.49,143217.42
"DAIRYLAND SEED CO., INC.",106907.32,117187.34,247966.92,114958.08,124361.42,120211.1,265826.44,127055.35,121285.09,118745.93,252223.84
SAFARI CLUB INTERNATIONAL,165563.56,160461.22,121818.15,100583.72,163792.83,162376.29,195140.87,105170.93,170466.29,140915.31,107596.98
"CHEM LINK, INC.",164691.39,120404.53,109411.54,154120.55,178150.81,156913.17,162103.14,143473.37,155295.76,167948.42,150559.84
"WU DI (SHANGHAI) INDUSTRIAL CO., LTD.",126330.65,183205.25,168160.15,158188.96,123718.31,149567.21,154670.88,159565.36,119506,179844.87,128561.87
STRATHMORE PRODUCTS INC,115971.72,145158.33,110947.14,114806.29,112046.08,195909.03,228090.29,189348.84,130500.32,143565.86,110138.39
UNC MANAGEMENT COMPANY INC,126185.67,141188,126718.91,237047.92,106138.54,198679.65,97103.31,178609.33,130986.29,193624.34,197806.74
"NGAGE-US, LLC.",160602.48,170965.54,190054.99,197969.88,128142.84,165986.13,121788.68,108003.64,98658.83,98324.57,40307.76
"NUNA BABY ESSENTIALS, INC.",80749.11,100983.65,122733.78,160477.74,157978.64,220226.57,180264.48,180212.12,136025.53,240616.33,187459.31
"REEHER, LLC",156398.91,119024.08,134549.9,142502.86,171103.09,151735.99,117544.12,179632.81,166796.44,163016.51,130034.7
"PHAROS SYSTEMS INTERNATIONAL, INC.",145770.76,201357.75,152820.77,169738.73,148585.91,174180.7,115225.07,127303.47,104298.96,164034.53,92524.12
NBIC SERVICE COMPANY INC.,44004.57,156679.1,175459.54,227920.94,78286.51,191923.65,124770.06,178275.75,161818.89,187341.41,172624.15
OMNI EXECUTIVE PTY LTD,63032.77,157960.14,135623.57,124126.12,152512.02,160368.44,184634.63,161459.21,197626.09,220412.12,234100.51
TRADITION CAPITAL BANK,201092.59,141680.38,164292,115250.31,146583.31,109173.57,126234.47,156932.48,175814.92,133563.38,172283.02
"ACCESS INSURANCE HOLDINGS, INC.",109496.87,138481.25,153315.38,137928.73,131469.43,109480.06,153538.01,193926.97,208891.84,169637.5,170366
"THOR SPECIALTIES, INC.",125840.42,169081.92,155712.9,166932.74,143566.36,173386.64,128611.4,148495.74,124679.91,170081.4,147447.2
CHOICE HOTELS ASIA-PAC PTY LTD,90504.17,182923.38,154381.24,140370.94,174743.83,125721.05,180057.47,133176.25,153880.72,182452.27,209951.91
ALIGN AEROSPACE LLC,109374.63,132034.18,144495.76,174198.44,170914.43,164424.87,147294.62,171444.97,121483.84,182377.12,179445.43
"YARBROUGH SOUTHWEST ASSOCIATES, INC.",116262.43,252337.61,119623.24,325624.64,51865.92,59835.34,66095.02,282454.22,61159.97,105952.15,120691.27
GRUNDFOS PUMPS K.K.,108720.43,139799.34,139688.25,193709.67,135400.25,159567.4,156331.84,190886.69,110662.41,154639.8,124852.33
ICEUTICA INC,108247.52,135929.82,151451.01,122520.77,165205.86,173080.95,116949.74,160799.04,200232.44,116092.64,78831.41
"RAITH AMERICA, INC.",84990.5,77412.36,131494.5,159743.92,102868.84,106377.26,173086.88,244991.45,253416.22,200497.04,270475.97
CANYON HILLS COMMUNITY CHURCH,148246.51,103045.94,137537.49,151481.01,134325.42,138733.47,161796.7,178223.93,178377.34,191432.08,165872.5
RENDINA COMPANIES,145838.65,159371.81,139034.85,144783.11,182108.64,165061.9,117513.11,141460.71,136133.52,158912.44,103478.28
HOYER PETROLOG UK LTD,175564.2,126145.36,133373.87,183710.77,145281.26,152948.09,124411.8,174639.17,115009.92,101083.43,99855.92
"VENBROOK INSURANCE SERVICES, LLC",139677.07,89600.4,107636.97,170316.17,182913.82,108843.06,110438.38,146211.82,275075.15,248504.35,239202.61
"AETOS ALTERNATIVES MANAGEMENT, LLC",154216.78,159115.65,157563.44,146843.81,192954.8,151760.8,87971.96,150963.73,129233.66,165551.36,144799.01
"DECKER COMMUNICATIONS, INC",128211.89,179898.65,151545.08,206593.35,115307.6,139299.77,137354.02,176829.76,95319.22,136375.73,132627.9
"NUODB, INC.",156374.93,235093.88,172051.45,158458.93,118697.59,104438.17,108592.83,155710.51,120195.82,162399.54,221668.87
"CHILTON INVESTMENT COMPANY, LLC",103065.99,134285.08,181922.51,191079.63,190662.59,175721.75,93644.66,128633.24,129997.23,263269.19,155029.1
FIRST BAPTIST CHURCH OF MILFORD,123183.89,135452.54,134562.94,142374.36,114410.89,151424.23,210273.43,135222.98,181609.61,190775.83,230098.95
"ASCEND CLINICAL, LLC",78309.34,118478.53,231218.13,149693.69,160817.58,172257.97,143001.74,130092.22,144479.38,143177.87,151474.82
"NOR1, INC.",117682.12,129807.14,142948.17,170321.5,131764.78,133039.3,138581.07,189625.7,174370.62,162912.95,231260.65
"CONEXANT SYSTEMS, INC.",99550.69,115919.74,151975.65,96840.77,174771.66,160878.89,141556.56,188625.58,197837.37,150686.96,173752.37
WURTH SERVICE SUPPLY INC,147446.26,153982.79,184779.44,179294.4,148739.42,121556.21,112752.31,136075.73,141747.58,122167.31,110132.37
KARLA OTTO LTD.,214838.75,106189.43,95811.33,264595.3,75382.11,107183.51,169512.18,136604.52,156041.93,113216.3,107861.39
CAPCOM ENTERTAINMENT INC,118346.12,108982.42,202407.36,133707.54,136277.03,97442.85,161275.65,245301.41,120337.81,174427.84,282585.31
"INTRANSIT, LLC",138624.69,172883.46,159303.8,175705.47,141878.6,155806.91,170429.77,103623.27,105426.3,144209.69,215702.4
"FUJITSU ELECTRONICS AMERICA, INC.",232658.92,116904.33,118377.56,111437.58,180903.4,111467.5,114806.37,138743.2,195638.71,124319.22,111959.03
AMERICAN DENTAL EDUCATION ASSOCIATION,199283.91,218822.86,137599.51,105661.94,167642.04,86454.79,151069.87,116660.36,136223.65,125472.34,168762.01
"E-Z PACK HOLDINGS, LLC",63205.01,154511.05,202532.01,108526.13,133499.04,137502.76,156562.77,184583.64,177442.64,191173.71,123339.2
"THE MID-CONTINENT COMPANIES, LTD.",71435.94,175954.39,463549.96,91935.35,47608.7,240039.62,85384.14,38843.96,102142.93,32253.78,13000.4
"FLEET FEET SPORTS DEVELOPMENT COMPANY, LLC",122968.12,151664.8,152099.92,166654.89,144327.13,191384.68,127329.71,126171.29,133466.3,151317.52,111944.15
OIA GLOBAL LOGISTICS,130389.99,142656.28,135014.75,153008.41,124362.72,131589.65,154921.75,187034.79,156670.04,166216.79,196573.61
"JILLAMY, INC.",67093.02,105723.06,112105.21,182577.6,191584.45,173428.87,142633.33,173342.38,165822.63,150741.8,166766.92
AFS TECHNOLOGIES,73841.16,224919.73,164258.27,184019.38,110329.93,178567.85,122193.41,117773.14,136994.71,139555.24,102359.93
VINTAGE POINT,162218.91,159137.2,135194.63,154004.14,158257.93,139049.94,137295.93,136857.64,130759.59,139919.13,131177.84
"UNIVERSITY SYSTEM OF MARYLAND FOUNDATION, INC",126199.36,140126.53,120673.63,162901.61,185847.56,168466.44,94145.87,146509.6,167443.05,274537.62,103936.33
HORSBURGH & SCOTT CO,195709.72,214969.42,163144.19,137152.65,142328.14,134034.33,118491.05,129656.21,74342,94386.34,68018.95
ONEIDA TRIBE OF INDIANS OF WISCONSIN,85547.23,128994.92,182914.64,96046.26,142243.2,198800.33,199561.61,109288.49,166046.71,153683.69,222962.49
ABA INSURANCE SERVICES INC_US,128651.53,138466.15,155738.09,125539.06,156843.02,170029.41,140598.73,158300.09,134288.77,138957.34,135348.91
SATORI CAPITAL,40682.61,151143.75,146573.93,170272.89,144008.86,175860.74,157192.98,179046.15,142575.44,204470.66,188505.13
"INCEPTRA, LLC",136466.28,177369.5,140072.28,182218.72,129233.97,124537.27,112586.16,144730.7,159798.58,197082.36,181975.58
SERC RELIABILITY CORPORATION,171377.4,154802.07,165116.05,179150.07,119822.94,151081.43,120457.92,125070.03,119679.05,146162.92,126321.72
GSH GROUP INC,106288.63,125335.34,187117.07,188138.11,136603.72,161700.85,168282.23,139933.23,92303,137193.12,136328.7
TITAN AUSTRALIA PTY LTD,183338.61,127830.57,176523.82,131701.11,137571.02,139586.64,136914.21,128884.23,142378.9,152377.86,161115.89
JONES BROWN INC - EXPENSE,165377.89,98376.17,122512.67,156143.88,125577.9,164494.48,103867.91,176091.49,191003.45,219826.65,191686.47
"AJINOMOTO ALTHEA, INC.",94582.95,122657.08,137363.68,101985.66,146650.22,146392.66,180359.34,173405.76,200008.2,229306.26,190379.52
XIOTECH CORPORATION,201359.96,178458.88,212533.97,220392.48,218402.17,129587.64,48222.1,49749.36,44352.61,55320.51,69281.22
DG3 NORTH AMERICA INC,150935.21,163738.67,154230.25,181675.17,146356.49,154015.67,109473.63,149811.45,91781.55,125689.2,114423.79
BRITTON GALLAGHER & ASSOCIATES,204879.15,167959.62,108118.5,182502.52,141420.78,150390.8,103797.29,118788.64,123998.88,74823.49,74400.84
LANTERN ASSET MANAGEMENT,101342.92,163861.61,138287.76,144056.91,143638.99,105301.14,117362.06,154058.46,233675.07,147883.34,139298.3
FIRST DATABANK EUROPE LIMITED,142576.24,154812.49,161157.62,168238.05,143432.15,157395.27,116295.02,151550.84,105328.42,111322.27,175596.2
TENEX CAPITAL MANAGEMENT,127533.12,171605.55,130699.49,110544.37,141446.81,144449.61,109216.94,200356.08,164925.05,174821.85,163105.82
NEW LEAF VENTURE PARTNERS,152614.07,336159.58,113702.18,120653.52,168706.93,130966.74,95463.03,120661.42,61742.76,259029.23,201756.35
LOGIC HEALTHCARE,113308.13,128061.78,127881.05,212367.63,170340.41,143087.92,124176.85,159316.44,121931.06,143918.07,179874.61
FORMICA LTD.,159495.88,151940.93,125794.85,157613.02,133189.93,130942.6,107247.45,185373.09,147258.97,134062.45,130804.51
ALEXANDERS MOBILITY SERVICES,134175.25,143508.28,123853.76,183547.3,129695.67,128760.2,129719.05,160454.43,164385.41,149103.44,131830.17
PREFERRED BRANDS INTERNATIONAL,129533.75,132673.5,139390.54,103210.97,157639.3,151371.32,138878.12,138193.12,207129.75,261925.05,187017.19
A & D ENGINEERING,144942.25,143293.9,159501.52,124666.57,162308.5,143719.69,116279.62,149342.36,153066.03,194361.01,187471.78
NINKASI BREWING COMPANY LLC,154206.66,154454.41,150467.86,128101.1,156081.71,143951.35,156039.55,127073.61,126507.65,136544.61,141059.58
MULTIVIEW,165716.14,201155.07,259075.03,197219.01,130951.08,131288.38,83662.17,61527.78,65273.91,72885.31,66500.99
HEYWARD-CHARLOTTE INCORPORATED,119918.56,136612.45,132157.86,186958.34,123062.95,158670.4,151786.99,163457.73,123200.08,120511.74,110138.71
NIPPON LIFE INSURANCE COMPANY OF AMERICA,153794.9,154674.64,140078.54,189752.6,83919.15,124189.13,133433.08,178048.72,137773.66,161666.66,99370.6
"TOSOH QUARTZ, INC.",76503.41,115501.19,124318.92,240264.8,54512.76,136514.85,128125.33,223513.12,196408.99,120522.85,127371.59
DATAVOX INC,136911.96,173391.21,139959.32,136698.58,118847.75,124293.03,120023.34,156566.62,187682.23,225136.16,66326.7
"J PUBLIC RELATIONS NYC, INC.",100713.9,115647.54,123784.71,169428.39,134709.83,151426.93,166390.8,196166.55,134769.79,185303.58,216201.54
AMERICAN SOCIETY OF INTERIOR DESIGNERS INC_US,158273.14,323424.97,148562.58,206110.92,112150.49,83597.55,74766.84,122644.33,63291.91,113617.2,191903.36
"G FOUR PRODUCTIONS, LLC",180403.12,193294.58,116444.14,292464.79,86250.08,139391.41,65324.83,55001.29,163757.5,220190.57,89310.65
SOUTHDATA INC,67019.48,156852.64,112113.78,154099.6,159927.85,166341.06,153936.16,184496.79,136564.74,136944.81,165115.68
"CARAVAN FACILITIES MANAGEMENT, LLC",138281.22,159171.87,145481.81,128533.19,149618.15,177130.34,110287.48,142815.03,139301.75,132081.69,163300.12
"PARTS FOR TRUCKS, INC",102649.02,119308.33,132167.38,161671.4,144260,154106.17,139916.39,174517.13,159059.98,153264.21,131243.92
CHICAGO EQUITY PARTNERS,143073.54,193353.66,85271.13,210021.57,150396.71,129432.64,100153.1,136697.2,139247.08,105442.14,85878.57
LIVEACTION,78106.11,103360.91,119005.78,110417.03,117534.83,160514.47,145441.29,235154.27,218001.28,299390.36,288391.26
TAIYO YUDEN (U.S.A.) INC.,175476.78,146073.05,172842.53,143672.58,158440.63,105464.13,114642.17,126042.48,144718.59,147869.03,139712.62
KATUN CORPORATION,135786.74,142352.51,122643.42,171564.61,133850.11,138648.79,138091.31,157851.95,146548.65,146619.63,182747.41
LISEGA INC.,123146.96,118305.71,149491.93,161503.32,153761.36,118390.51,153649.11,171146.69,137208.84,154186.83,157326.67
WEST LAKE HOUSING,96472.1,158881.88,163526.84,175840.27,134195.99,133978.89,150000.83,148260.44,124693.3,198582.03,169083.62
"PROVENANCE CONSULTING, LLC",108080.44,169135.44,130262.85,154767.54,141419.25,123653.98,151315.43,144988.84,162042.5,136659.68,114992.92
LEGRAND AUSTRALIA PTY LTD,105474.43,160163.73,143927.43,153539.26,92275.13,147945.49,177249.08,184770.79,119820.07,191932.42,253035.03
"ARCADIA BIOSCIENCES, INC.",163367.88,130666.54,182278.83,152764,110168.2,172182.75,112845.12,164176.76,96417.91,49972.25,83434.42
MITSUBISHI TANABE PHARMA EUROPE LTD.,158849.65,125824.09,139736.47,161642.96,147433.95,149043.88,130278.23,127554.17,144451.29,82081.58,113397.78
FIRST MERCHANT PROCESSING (IRELAND) LTD,174669.67,174712.4,125668.61,172116.4,113635.47,150798.35,120472.09,139674.35,112280.76,152441.1,130613.31
"MEDAMERICA BILLING SERVICES, INC.",50191.01,135690.95,151383.01,192977.37,205136.15,168988.04,117759.09,138945.54,122640.43,178734.08,136893.43
KIA MOTORS (UK) LIMITED,145560.86,149505.74,119275.65,152780.06,149856.55,182947.82,130224.76,122048.81,131195.55,120929.01,123543.76
"TRUEFFECT, INC.",164456.25,211189.69,175796.02,131420.28,172463.76,167052.7,109973.23,79180.55,71061.44,126368.64,79803.71
"L-3 COMMUNICATIONS CORPORATION, EOTECH DIVISION",221445.57,137168.07,112538.71,109769.57,151035.58,140401.85,126146.31,132519.94,151243.79,180421.79,208855.42
NATIONAL PARK FOUNDATION (INC),156498.2,189383.81,211276.49,179838.9,141677.49,169759.96,109762.9,77570.01,46003.84,91355.21,104827.33
ARBITRATION FORUMS,111950.62,164405.88,138528.12,163669.4,143400.32,151910.2,112137.18,166238.01,129394.8,133277.4,119569.02
BONFIGLIOLI USA,139343.07,156399.49,145854.8,168579.85,144313.45,164067.22,111670.78,132315.71,118855.75,147582.38,92885.76
"NIKKO ASSET MANAGEMENT AMERICAS, INC.",37812.32,159479.82,186007.8,187465.15,119722.55,129111.42,140462.39,175588.47,145136.24,85154.06,90142.99
CONTROLLED CONTAMINATION SERVICES LLC,126661.85,144780.83,161945,158014.78,146109.7,126404.1,126662.52,150252.78,139107.73,51159.37,149103.89
ACUITY HEALTHCARE LP,247201.93,193999.41,167761.18,126443.38,126452.1,137713.12,92112.36,104317.3,83865.96,95629.77,86847.79
SHELLPOINT MORTGAGE SERVICING,75335.49,76960.68,118319.26,143444.1,138868,173471.24,141521.65,184513.4,227428.17,256508.8,234958.93
"GLOBYS, INC.",217728.54,206456.96,183233.77,186991.99,114545.07,129598.95,51111.23,111921.86,77740.54,59889.96,72084.25
"GTX, INC.",112167.63,136116.05,128137.63,130915.41,187805.09,144538.52,138760.21,123494.34,175864.46,147275.9,157104.95
LIGADO NETWORKS LLC.,95656.44,144256.67,108978.31,169100.07,147960.72,191327.73,167805.28,123760.11,127797.8,164732.37,163761.89
CORWIL TECHNOLOGY CORPORATION,183214.8,113867.04,122095.29,121044.52,125675.44,126085.07,177736.12,172249.38,133800.17,160423.78,143716.27
NAUMANN HOBBS,157010.42,140822.6,119086.95,152477.32,135314.54,158668.89,132810.87,136747.75,142713.59,177568.65,159745.16
"INROADS, INC",104147.44,158292.99,296993.6,151115.3,89587.94,95782.23,170390.45,117932.06,89722.71,87107.36,158549.9
"ALLIED ELECTRONICS, INC",157108.87,200695.46,175060.57,115527.72,92942.9,117720.95,131432.05,146087.14,137095.57,141464.56,148060.05
CALGARY SCIENTIFIC INC,164965.94,116355.33,112287.7,165183.26,86934.59,145846.63,95615.56,213617.73,171151.09,172927.89,152449.27
"HBC-RADIOMATIC, INC.",221361.8,179526.13,140414.8,198127.82,124447.16,95417.63,84644.91,112241.91,115497.01,135413.36,106994.33
BRADFORD COMPANY,147893.36,107526.6,155215.46,138220.94,162560.63,133189.15,123422.72,175196,127577.57,134939.91,113452.93
"REDAPT, INC.",111658.2,158847.17,118452.83,151967.79,118850.97,88759.49,116425.62,206079.02,199690.5,208109.57,347837.06
SALUS HOMECARE,129562.51,141848.61,147275.45,136132.65,166280.02,135252.75,141992.93,142466.33,128173.99,122807.51,102183.7
"PROGRESS INVESTMENT MANAGEMENT COMPANY, LLC",135992.43,160159.45,134541.53,201374.16,114562.77,148997.03,127911.23,151126.07,94194.35,136569.34,146514.38
HERMES ABRASIVES LTD,133786.81,137433.28,151547.93,151323.38,145696.3,129186.71,130963.46,153141.67,134652.79,136932.4,152234.45
ORTEC,198909.94,169519.66,173750.51,166912.85,122488.56,116859.34,134733.93,80887.84,103634.24,97877.18,67869.1
"S&P USA VENTILATION SYSTEMS, LLC.",69516.91,108911.79,136366.81,129047.92,208830.36,134893.68,106786.1,146371.36,226772.02,112402.97,123719.29
MIDSTATES PETROLEUM COMPANY INC,262608.95,229033.28,173872.15,152210.52,78079.98,115191.61,68250.43,77012.58,109849.45,135256.44,89318.28
"BEPEX INTERNATIONAL, LLC",89590.41,157377.41,170478.45,142050.06,161650.16,140173.53,125367.67,142983.84,135325.16,131967.11,117971.09
DAVEX LABS LLC,100770.89,158275.67,133199.15,141036.92,144775.13,162390.81,143422.94,155280.21,125776.93,165944.36,164139.02
SOLIDIA TECHNOLOGIES,129352.47,148699.17,185094.6,180635.91,79107.31,199539.2,120968.91,117071.51,104115.61,163696.9,228930.81
"ALBEA THOMASTON, INC.",110976.24,153060.97,159407.9,204606.81,143951.72,127344.53,116944.23,127208.83,120735.33,126089.87,122727.07
"SMARTHEALTH, INC.",170342.76,160401.5,141506.81,114632.78,132038.12,129145.75,96658.42,147973.21,170027.62,147812.29,84638.67
HARSHAW TRANE SERVICE,148010.07,178375.08,136966.82,170265.68,128984.1,139888.72,125737.11,131810.99,101711.14,131611.19,123635.69
"AEROSPACE INDUSTRIES ASSOCIATION OF AMERICA, INC.",103581.87,145731.89,143363.8,191016.4,158825.41,149040.39,98940.93,170603.34,100300.44,192606.96,156107.11
CONFIE INSURANCE GROUP HOLDINGS,133008.03,157109.52,176390.47,149301.07,117104.73,121002.28,159542.76,147758.96,99954.74,35493.1,24858.45
SIGUE CORPORATION,109668.99,131106.65,131003.79,113411.99,149880.49,189522.62,154464.99,140166.92,141822.74,201035.25,170824.33
IMMUNE DESIGN CORP,103378.86,131143.26,137823.22,163664.89,122523.71,134055.43,159975.06,170420.81,138043.59,147008.16,197554.85
US GREEN BUILDING COUNCIL INC,83532.14,141345.19,165872.16,209933.7,123175.64,154336.36,143658.58,124946.86,113423.34,146460.3,97338.05
MEDICREA INTERNATIONAL,162487.77,179968.11,131087.09,140584.1,156390.78,134104.38,91682.44,145891.77,117635.09,185923.34,109548.2
RESEARCH CORPORATION FOR SCIENCE ADVANCEMENT,123802.79,120856.5,179259.51,101903.36,139391.6,193578.06,174599.39,152094.36,74052.3,144330.2,230461.79
DAILY NEWS LP,141254.4,175908.23,214837.16,183335.02,93823.06,112489.82,105311.71,96739.26,134496,142817.74,120677.34
TRUSTCOMM,167544.71,186135.95,185668.41,131871.85,148683.77,141107.57,97600.7,95141.36,103882.42,92431.38,65429.34
BOARD OF PENSIONS OF THE EVANGELICAL LUTHERAN CHURCH IN AMERICA ,131397.79,148629.88,137824.94,176027.98,119608.79,129098.26,98268.92,142304.67,173817.34,168101.29,117378.41
STIRLING PROPERTIES INC,172192.56,204837.15,170375.62,164376.13,90452.45,160589,83590.24,121720.47,87629.11,121056.43,66012.85
ETC,83459.13,109541.97,173556.33,171780.02,172883.21,118413.04,156306.8,122706.91,146166.93,188680.26,122386.08
"BANNER SEVENTEEN, LLC",89650.51,79121.05,106838.29,128127.51,103313.09,107626.16,88882.85,150707.52,398854.98,392007.21,513678.44
